Products Collection ID,Product ID,Variants Collection ID,Variant ID,Product Handle,Product Name,Product Type,Product Description,Product Categories,Main Variant Image,More Variant Images,Variant Price,Variant Compare-at Price,Product Tax Class,Variant Sku,Variant Inventory,Requires Shipping,Variant Weight,Variant Width,Variant Height,Variant Length,Variant Download Name,Variant Download URL,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Created On,Updated On,Published On
6118134cf9bf6905ddf5066b,6183483d330ac8d4c82553b6,6118134cf9bf6929dcf5066c,6183483d8252accfea201bed,desert-llama,Desert Llama,Physical,"Things are heating up! This sizzling-themed yard sign package features an arrangement of colorful desert-inspired graphic pieces. Know someone spicy? Head up any occasion! Celebrate warmth, order now!",Birthday;Desert Llama,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61e226424a7cd007bf50fc19_DESERT%20(mini)%20birthday.png,,$75.00,,standard-taxable,,,true,,,,,,,Desert Llama,Mini Desert Llama Birthday,,,,,Thu Nov 04 2021 02:41:01 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:46:22 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61e2279ddc72a1fbb9fe3558,6118134cf9bf6929dcf5066c,61fe89b6ee7fcd81edc80973,desert-llama-2,Desert Llama,Physical,"Things are heating up! This sizzling-themed yard sign package features an arrangement of colorful desert-inspired graphic pieces. Know someone spicy? Head up any occasion! Celebrate warmth, order now!",Desert Llama;Graduations,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe89b3a5a14e7de6f1094a_DESERT-(medium)-graduation.png,,$99.00,,standard-taxable,,,true,,,,,,,Desert Llama,Medium Desert Llama Graduation,,,,,Sat Jan 15 2022 01:47:09 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:58:32 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61e2279ddc72a1fbb9fe3558,6118134cf9bf6929dcf5066c,61e2279dfe08bef322cd0a1e,desert-llama-2,Desert Llama,Physical,"Things are heating up! This sizzling-themed yard sign package features an arrangement of colorful desert-inspired graphic pieces. Know someone spicy? Head up any occasion! Celebrate warmth, order now!",Desert Llama;Graduations,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8987ee7fcda31dc8059a_DESERT-(mini)-graduation.png,,$75.00,,standard-taxable,,,true,,,,,,,Desert Llama,Mini Desert Llama Graduation,,,,,Sat Jan 15 2022 01:47:09 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:58:32 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61a3e843fc750136b2447427,6118134cf9bf6929dcf5066c,61e2262bbe916c5b4d92fef5,desert-llama-birth-announcements,Desert Llama,Physical,"Things are heating up! This sizzling-themed yard sign package features an arrangement of colorful desert-inspired graphic pieces. Know someone spicy? Head up any occasion! Celebrate warmth, order now!",Birth Announcement;Desert Llama,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61e2262381df3d2c3f8345e1_DESERT%20(mini)%20birth%20annoucement.png,,$75.00,,standard-taxable,,,true,,,,,,,Desert Llama,Mini Desert Llama Birth Announcement,,,,,Sun Nov 28 2021 20:36:19 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:47:22 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61a3e843fc750136b2447427,6118134cf9bf6929dcf5066c,61a3e844dda44c0d95310fba,desert-llama-birth-announcements,Desert Llama,Physical,"Things are heating up! This sizzling-themed yard sign package features an arrangement of colorful desert-inspired graphic pieces. Know someone spicy? Head up any occasion! Celebrate warmth, order now!",Birth Announcement;Desert Llama,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8f9fee7fcd106ec8347b_DESERT-(medium)-birth-annoucement.png,,$99.00,,standard-taxable,,,true,,,,,,,Desert Llama,Medium Desert Llama Birth Announcement,,,,,Sun Nov 28 2021 20:36:19 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:47:22 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61a3e92c16bbd01c3b6eab1e,6118134cf9bf6929dcf5066c,61e225fba9fff3d87fd06d6e,desert-llama-shower,Desert Llama,Physical,"Things are heating up! This sizzling-themed yard sign package features an arrangement of colorful desert-inspired graphic pieces. Know someone spicy? Head up any occasion! Celebrate warmth, order now!",Shower;Desert Llama,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61e225f3e8f47471023fa284_DESERT%20(mini)%20baby%20shower.png,,$75.00,,standard-taxable,,,true,,,,,,,Desert Llama,Mini Desert Llama Baby Shower,,,,,Sun Nov 28 2021 20:40:12 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:47:51 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61a3e92c16bbd01c3b6eab1e,6118134cf9bf6929dcf5066c,61e225fb4dba0e7a7433618e,desert-llama-shower,Desert Llama,Physical,"Things are heating up! This sizzling-themed yard sign package features an arrangement of colorful desert-inspired graphic pieces. Know someone spicy? Head up any occasion! Celebrate warmth, order now!",Shower;Desert Llama,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8f83625b1a77d875b4b7_DESERT-(mini)-baby-shower.png,,$75.00,,standard-taxable,,,true,,,,,,,Desert Llama,Mini Desert Llama Bridal Shower,,,,,Sun Nov 28 2021 20:40:12 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:47:51 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61a3e92c16bbd01c3b6eab1e,6118134cf9bf6929dcf5066c,61a3e92c712b462af921d573,desert-llama-shower,Desert Llama,Physical,"Things are heating up! This sizzling-themed yard sign package features an arrangement of colorful desert-inspired graphic pieces. Know someone spicy? Head up any occasion! Celebrate warmth, order now!",Shower;Desert Llama,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8f62a9397e454d18154b_DESERT-(medium)-bridal-shower.png,,$99.00,,standard-taxable,,,true,,,,,,,Desert Llama,Medium Desert Llama Bridal Shower,,,,,Sun Nov 28 2021 20:40:12 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:47:51 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61a3e92c16bbd01c3b6eab1e,6118134cf9bf6929dcf5066c,61a3e92c712b46b41a21d572,desert-llama-shower,Desert Llama,Physical,"Things are heating up! This sizzling-themed yard sign package features an arrangement of colorful desert-inspired graphic pieces. Know someone spicy? Head up any occasion! Celebrate warmth, order now!",Shower;Desert Llama,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8f72386a4c3e075fc9f2_DESERT-(medium)-baby-shower.png,,$99.00,,standard-taxable,,,true,,,,,,,Desert Llama,Medium Desert Llama Baby Shower,,,,,Sun Nov 28 2021 20:40:12 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:47:51 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,64daec7e01e4137746751ee2,6118134cf9bf6929dcf5066c,64daec7ea9b255d62896221e,digital-builder,Digital Builder,Physical,"Build! Make! Create! Craft something special for the gamer in your life. Celebrate creativity, order now! ",Birthday;First Birthday,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/64daeb5701e413774673bc9e_MINDCRAFT_(mini)-birthday.png,,$75.00,,standard-taxable,,,true,,,,,,,Digital Builder,Mini Digital Builder Birthday,,,,,Tue Aug 15 2023 03:09:50 GMT+0000 (Coordinated Universal Time),Tue Aug 15 2023 03:20:35 GMT+0000 (Coordinated Universal Time),Tue Aug 15 2023 03:56:42 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,64daec7e01e4137746751ee2,6118134cf9bf6929dcf5066c,64daec7ea9b255d62896221d,digital-builder,Digital Builder,Physical,"Build! Make! Create! Craft something special for the gamer in your life. Celebrate creativity, order now! ",Birthday;First Birthday,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/64daeb60abe7d1e46e30a6b3_MINDCRAFT_(medium)-birthday.png,,$99.00,,standard-taxable,,,true,,,,,,,Digital Builder,Medium Digital Builder Birthday,,,,,Tue Aug 15 2023 03:09:50 GMT+0000 (Coordinated Universal Time),Tue Aug 15 2023 03:20:35 GMT+0000 (Coordinated Universal Time),Tue Aug 15 2023 03:56:42 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,621b089fcf32fddbdd39d11e,6118134cf9bf6929dcf5066c,621b089fa3d42fe644056fff,elegant-memories-graduation,Elegant Memories Graduation,Physical,"Congratulations! This graduation themed set can be completely personalized for a one-of-a-kind celebration just as unique as the graduate themself. Because just like that, they are all grown up; capture the precious journey from childhood to their graduation photo. Send us pictures and customize the set to match school colors for a totally personalized touch. Stand out and celebrate achievement! ",Graduations;Elegant Memories ;image,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/621b088ea640f7fa74846dc8_GRADUATION%20POLARIOD-(mini).png,,$75.00,,standard-taxable,,,true,,,,,,,Elegant Memories,Mini Elegant Memories Graduation,,,,,Sun Feb 27 2022 05:14:07 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:00:08 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,621b089fcf32fddbdd39d11e,6118134cf9bf6929dcf5066c,621b089fa3d42f60f9056ffe,elegant-memories-graduation,Elegant Memories Graduation,Physical,"Congratulations! This graduation themed set can be completely personalized for a one-of-a-kind celebration just as unique as the graduate themself. Because just like that, they are all grown up; capture the precious journey from childhood to their graduation photo. Send us pictures and customize the set to match school colors for a totally personalized touch. Stand out and celebrate achievement! ",Graduations;Elegant Memories ;image,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/621b0897a8cfda3317c07055_GRADUATION%20POLARIOD(medium).png,,$99.00,,standard-taxable,,,true,,,,,,,Elegant Memories,Medium Elegant Memories Graduation,,,,,Sun Feb 27 2022 05:14:07 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:00:08 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61da65ffee276fede886cd94,6118134cf9bf6929dcf5066c,61da65ff945a0b182443c7eb,fine-as-wine,Fine As Wine,Physical,"Know a Connoisseur? This refreshing and well-balanced themed yard sign package features an arrangement of the finer things in life. It's full-bodied, bold and will surely delight. Pop the cork and celebrate in luxury, order now!",Birthday;Fine As Wine,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8a5ea0bd79639fa9598e_FINE-AS-WINE_(medium)-Birthday.png,,$99.00,,standard-taxable,,,true,,,,,,,Fine As Wine,Medim Fine As Wine Birthday,,,,,Sun Jan 09 2022 04:35:11 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:57:21 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61da65ffee276fede886cd94,6118134cf9bf6929dcf5066c,61da65ff945a0b9b4443c7ea,fine-as-wine,Fine As Wine,Physical,"Know a Connoisseur? This refreshing and well-balanced themed yard sign package features an arrangement of the finer things in life. It's full-bodied, bold and will surely delight. Pop the cork and celebrate in luxury, order now!",Birthday;Fine As Wine,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8a535c24bcf8a3fc0e09_RED-WINE-THEME_(mini)-birthday.png,,$75.00,,standard-taxable,,,true,,,,,,,Fine As Wine,Mini Fine As Wine Birthday,,,,,Sun Jan 09 2022 04:35:11 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:57:21 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,6245c3289c103e9a4b3dc6ef,6118134cf9bf6929dcf5066c,626604ddaa34ea01c576c360,first-communion,First Communion,Physical,"This elegant set of themed yard signs features eloquent religious icons that capture the spirit of such a huge milestone! Simple but bold, this set commemorates the Christian sacrament of communion and community. Celebrate milestones, order now!",Milestones,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/626605078d38bc6f666266d2_FIRST-COMMUNION_(mini).png,,$75.00,,standard-taxable,,,true,224,,,,,,First Communion,Mini First Communion Milestone,,,,,Thu Mar 31 2022 15:05:12 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:02:07 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,6245c3289c103e9a4b3dc6ef,6118134cf9bf6929dcf5066c,6245c32b53895b4066908e5c,first-communion,First Communion,Physical,"This elegant set of themed yard signs features eloquent religious icons that capture the spirit of such a huge milestone! Simple but bold, this set commemorates the Christian sacrament of communion and community. Celebrate milestones, order now!",Milestones,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/6245c31cbab9a46d5e9ab9cc_FIRST-COMMUNION_medium.png,,$99.00,,standard-taxable,,,true,224,,,,,,First Communion,Medium First Communion Milestone,,,,,Thu Mar 31 2022 15:05:12 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:02:07 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61a47471644bf750b01cc622,6118134cf9bf6929dcf5066c,61a4747130e19a6a461d0bf2,flamingo-birthday,Flamingo Flock,Physical,"Is someone in your life celebrating a big milestone? Ruffle their feathers with this delightful arrangement of quirky flamingos! An arrangement of pink flamingos covering their yard will surely be a fun (albeit, unexpected) surprise. You select the number of flamingos, age or message and Vola! Celebrate your flock! Order now.",Birthday;Flamingos;Milestones,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8a7717050e948219253d_FLAMINGOS-40th-Birthday.png,,$149.00,,standard-taxable,,,true,,,,,,,Flamingos,40th Flamingo Flock Birthday,,,,,Mon Nov 29 2021 06:34:25 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:57:01 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61a47471644bf750b01cc622,6118134cf9bf6929dcf5066c,61a4747130e19a5be41d0bf1,flamingo-birthday,Flamingo Flock,Physical,"Is someone in your life celebrating a big milestone? Ruffle their feathers with this delightful arrangement of quirky flamingos! An arrangement of pink flamingos covering their yard will surely be a fun (albeit, unexpected) surprise. You select the number of flamingos, age or message and Vola! Celebrate your flock! Order now.",Birthday;Flamingos;Milestones,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8a7042d876d584c1027b_FLAMINGOS-30th-Birthday.png,,$99.00,,standard-taxable,,,true,360,2,48,36,,,Flamingos,30th Flamingo Flock Birthday,,,,,Mon Nov 29 2021 06:34:25 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:57:01 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61a47471644bf750b01cc622,6118134cf9bf6929dcf5066c,61a4747130e19a3c631d0bf0,flamingo-birthday,Flamingo Flock,Physical,"Is someone in your life celebrating a big milestone? Ruffle their feathers with this delightful arrangement of quirky flamingos! An arrangement of pink flamingos covering their yard will surely be a fun (albeit, unexpected) surprise. You select the number of flamingos, age or message and Vola! Celebrate your flock! Order now.",Birthday;Flamingos;Milestones,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8a810befb28d1c9b7401_FLAMINGOS-50th-Birthday.png,,$169.00,,standard-taxable,,,true,,,,,,,Flamingos,50th Flamingo Flock Birthday,,,,,Mon Nov 29 2021 06:34:25 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:57:01 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,64daefb2f0fa5b555f51dda3,6118134cf9bf6929dcf5066c,64daefb269a6f117797a7945,football,Football,Physical,"Touchdown! For football fans, young and old alike, this themed yard sign package will never be a fumble. A sweet tribute to fans, players and all those weekends spent rooting for your favorite team. Celebrate America’s favorite fall game, order now! ",Birthday,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/64daefc1829926e4223c4e66_FOOTBALL_(mini)-birthday.png,,$75.00,,standard-taxable,,,true,,,,,,,Football,Mini Football Birthday,,,,,Tue Aug 15 2023 03:23:30 GMT+0000 (Coordinated Universal Time),Tue Aug 15 2023 03:24:00 GMT+0000 (Coordinated Universal Time),Tue Aug 15 2023 03:56:42 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,64daefb2f0fa5b555f51dda3,6118134cf9bf6929dcf5066c,64daefb269a6f117797a7944,football,Football,Physical,"Touchdown! For football fans, young and old alike, this themed yard sign package will never be a fumble. A sweet tribute to fans, players and all those weekends spent rooting for your favorite team. Celebrate America’s favorite fall game, order now! ",Birthday,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/64daefc94151e070eba0e128_FOOTBALL-(medium)-birthday.png,,$99.00,,standard-taxable,,,true,,,,,,,Football,Medium Football Birthday,,,,,Tue Aug 15 2023 03:23:30 GMT+0000 (Coordinated Universal Time),Tue Aug 15 2023 03:24:00 GMT+0000 (Coordinated Universal Time),Tue Aug 15 2023 03:56:42 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61a4740730e19a121e1d0bd1,6118134cf9bf6929dcf5066c,61a4740748c780007b8cca8c,fruit-birth-announcement,Fruit Market,Physical,"Make it fresh! This bountiful themed yard sign package features an arrangement of colorful local market-inspired fruit and produce. Know someone with a sweet tooth? This bold and juicy arrangement will surely put a smile on their face. Celebrate the harvest, order now!",Fruit;Birth Announcement,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8aa0e559596191579c2f_FRUIT-(medium)-Birth-Annoucement.png,,$99.00,,standard-taxable,,,true,,,,,,,Fruit,Medium Fruit Market Birth Announcement,,,,,Mon Nov 29 2021 06:32:39 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:55:31 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61a4740730e19a121e1d0bd1,6118134cf9bf6929dcf5066c,61a4740748c78060168cca8b,fruit-birth-announcement,Fruit Market,Physical,"Make it fresh! This bountiful themed yard sign package features an arrangement of colorful local market-inspired fruit and produce. Know someone with a sweet tooth? This bold and juicy arrangement will surely put a smile on their face. Celebrate the harvest, order now!",Fruit;Birth Announcement,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8a98da6b2f8030867301_FRUIT-(mini)-birth-annoucement.png,,$75.00,,standard-taxable,,,true,,,,,,,Fruit,Mini Fruit Market Birth Announcement,,,,,Mon Nov 29 2021 06:32:39 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:55:31 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61a473c699aa5e3fbd203ddf,6118134cf9bf6929dcf5066c,61a473c699aa5e8ebd203de4,fruit-birthday,Fruit Market,Physical,"Make it fresh! This bountiful themed yard sign package features an arrangement of colorful local market-inspired fruit and produce. Know someone with a sweet tooth? This bold and juicy arrangement will surely put a smile on their face. Celebrate the harvest, order now!",Birthday;Fruit,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8ac70befb20c4a9b744b_FRUIT-(medium)-birthday.png,,$99.00,,standard-taxable,,,true,,,,,,,Fruit,Medium Fruit Market Birthday,,,,,Mon Nov 29 2021 06:31:34 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:55:16 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61a473c699aa5e3fbd203ddf,6118134cf9bf6929dcf5066c,61a473c699aa5e95af203de3,fruit-birthday,Fruit Market,Physical,"Make it fresh! This bountiful themed yard sign package features an arrangement of colorful local market-inspired fruit and produce. Know someone with a sweet tooth? This bold and juicy arrangement will surely put a smile on their face. Celebrate the harvest, order now!",Birthday;Fruit,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8ace7855d5770f3c13f2_FRUIT-(medium)-1st-Birthday.png,,$99.00,,standard-taxable,,,true,,,,,,,Fruit,Medium Fruit Market First Birthday,,,,,Mon Nov 29 2021 06:31:34 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:55:16 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61a473c699aa5e3fbd203ddf,6118134cf9bf6929dcf5066c,61a473c699aa5e495f203de2,fruit-birthday,Fruit Market,Physical,"Make it fresh! This bountiful themed yard sign package features an arrangement of colorful local market-inspired fruit and produce. Know someone with a sweet tooth? This bold and juicy arrangement will surely put a smile on their face. Celebrate the harvest, order now!",Birthday;Fruit,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8ab70befb22a2a9b7438_FRUIT-(mini)-birthday.png,,$75.00,,standard-taxable,,,true,,,,,,,Fruit,Mini Fruit Market Birthday,,,,,Mon Nov 29 2021 06:31:34 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:55:16 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61da66ceaa2e7a1b0fca9b8b,6118134cf9bf6929dcf5066c,61da66ce3b166bbf06d2d777,glam-boutique,Glam Boutique,Physical,"Glam it up! This bright and colorful themed yard sign package features an arrangement of glitz and glamour. Pamper someone you love, and liven up their day with a little sparkle and shine. Celebrate chic, order now!",Birthday;Glam Boutique,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8a32a5a14e6b3cf10c71_GLAM_(medium)-birthday.png,,$99.00,,standard-taxable,,,true,,,,,,,Glam Boutique,Medium Glam Boutique Birthday,,,,,Sun Jan 09 2022 04:38:38 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:57:54 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61da66ceaa2e7a1b0fca9b8b,6118134cf9bf6929dcf5066c,61da66ce3b166ba3a6d2d776,glam-boutique,Glam Boutique,Physical,"Glam it up! This bright and colorful themed yard sign package features an arrangement of glitz and glamour. Pamper someone you love, and liven up their day with a little sparkle and shine. Celebrate chic, order now!",Birthday;Glam Boutique,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8a2633767223ddf84bca_GLAM_(mini)-birthday.png,,$75.00,,standard-taxable,,,true,,,,,,,Glam Boutique,Mini Glam Boutique Birthday,,,,,Sun Jan 09 2022 04:38:38 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:57:54 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,64dae9776e1c5e7a823360fb,6118134cf9bf6929dcf5066c,64dae9782b98dee05ec6488f,golf,Golf,Physical,"Tee it up! For your special golfer, young and old alike, this themed yard sign package is an ace. Celebrate a Hole in one, order now!",Birthday,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/64dae9711e6093161e448f80_GOLF-(medium)-birthday.png,,$99.00,,standard-taxable,,,true,,,,,,,Golf,Medium Golf Birthday,,,,,Tue Aug 15 2023 02:56:55 GMT+0000 (Coordinated Universal Time),Tue Aug 15 2023 02:56:56 GMT+0000 (Coordinated Universal Time),Tue Aug 15 2023 03:56:42 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,64dae9776e1c5e7a823360fb,6118134cf9bf6929dcf5066c,64dae9782b98dee05ec64889,golf,Golf,Physical,"Tee it up! For your special golfer, young and old alike, this themed yard sign package is an ace. Celebrate a Hole in one, order now!",Birthday,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/64dae9694151e070eb99f373_GOLF-(mini)-birthday.png,,$75.00,,standard-taxable,,,true,,,,,,,Golf,Mini Golf Birthday,,,,,Tue Aug 15 2023 02:56:55 GMT+0000 (Coordinated Universal Time),Tue Aug 15 2023 02:56:56 GMT+0000 (Coordinated Universal Time),Tue Aug 15 2023 03:56:42 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,61834cc71d096c1125224780,6118134cf9bf6929dcf5066c,61834cc74130b460ec257532,halloween,Spooky Halloween,Physical,"Make it Spooooooky! This frightful themed yard sign package features an arrangement of Halloween icons complete with an unsettling gate that’s slightly ajar. Use this themed set each year and add your own twist with your carved pumpkins to complete the look. Celebrate eerie, order now!",Holidays;Halloween,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/61fe8fbcbefca7c7a1368181_Halloween-(medium).png,,$99.00,,standard-taxable,,,true,,,,,,,,,,,,,Thu Nov 04 2021 03:00:23 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 03:47:04 GMT+0000 (Coordinated Universal Time),Mon Aug 14 2023 04:04:44 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,64daedd39b96b0f374ba0563,6118134cf9bf6929dcf5066c,64daedd3068346f929ddd695,ice-cream,Ice Cream,Physical,"One scope or two! Know someone with a sweet tooth? This delightful set of gelato-themed signs will melt any heart. Celebrate with a cool treat, order now!",Birthday,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/64daedb16e1c5e7a823829a9_ICE-CREAM_(mini)-1st-birthday.png,,$75.00,,standard-taxable,,,true,,,,,,,Ice Cream,Mini Ice Cream First Birthday,,,,,Tue Aug 15 2023 03:15:31 GMT+0000 (Coordinated Universal Time),Tue Aug 15 2023 03:15:32 GMT+0000 (Coordinated Universal Time),Tue Aug 15 2023 03:56:42 GMT+0000 (Coordinated Universal Time)
6118134cf9bf6905ddf5066b,64daedd39b96b0f374ba0563,6118134cf9bf6929dcf5066c,64daedd3068346f929ddd694,ice-cream,Ice Cream,Physical,"One scope or two! Know someone with a sweet tooth? This delightful set of gelato-themed signs will melt any heart. Celebrate with a cool treat, order now!",Birthday,https://cdn.prod.website-files.com/6118134cf9bf692b7cf50669/64daedc0ce4fbf4e52e4d1a4_ICE-CREAM_(medium)-1st-birthday.png,,$99.00,,standard-taxable,,,true,,,,,,,Ice Cream,Medium Ice Cream First Birthday,,,,,Tue Aug 15 2023 03:15:31 GMT+0000 (Coordinated Universal Time),Tue Aug 15 2023 03:15:32 GMT+0000 (Coordinated Universal Time),Tue Aug 15 2023 03:56:42 GMT+0000 (Coordinated Universal Time)
